player_id,game_id,rank,color,sgf_content
7e6c1a85646fdc7a,g_0000001,A,B,(;SZ[19];B[pd];W[pq];B[cd];W[cp];B[po];W[qm];B[qo];W[qj];B[qq];W[qr];B[rr];W[qp];B[rq];W[pp];B[rp];W[rn];B[ro];W[pr];B[no];W[mp];B[om];W[qf];B[qe];W[pf];B[nd];W[qc];B[qd];W[oc];B[od];W[nc];B[pc];W[mc];B[pb];W[jc];B[fc];W[nf];B[md];W[ld];B[mf];W[le];B[ng];W[og];B[mg];W[me];B[ne];W[of];B[nj];W[rf];B[re];W[ob];B[rc];W[mo];B[ep];W[gq];B[fo];W[go];B[fq];W[gp];B[fr];W[cm];B[em];W[cj];B[hr];W[gr];B[gs];W[iq];B[jr];W[ir];B[is];W[hq];B[hs];W[kq];B[lr];W[kr];B[ks];W[jq];B[js];W[mr];B[dq];W[cf];B[ee];W[bd];B[be];W[ce];B[bc];W[dd];B[cc];W[de];B[dc];W[ed];B[fd];W[bf];B[ad];W[fe];B[cq];W[bp];B[bq];W[oi];B[ni];W[hc];B[hd];W[eb];B[ec];W[fb];B[gc];W[gb];B[ge];W[ic];B[ff];W[dh];B[gm];W[fh];B[mn];W[ln];B[mm];W[lm];B[ll];W[kl];B[kk];W[lk];B[ml];W[jk];B[kj];W[jm];B[jj];W[ik];B[ij];W[gn];B[fn];W[hm];B[hk];W[gl];B[fm];W[hl];B[gj];W[oj];B[ok];W[qk];B[sf];W[sg];B[se];W[rh];B[oa];W[na];B[pa];W[lc];B[jf];W[dn];B[cl];W[bl];B[ck];W[bk];B[dm];W[bn];B[dj];W[di];B[ej];W[fl];B[gh];W[dl];B[dk];W[el];B[fi];W[gk];B[hj];W[fg];B[gg];W[ei];B[ap];W[ao];B[aq];W[ef];B[fe];W[dg];B[db];W[np];B[oo];W[lq];B[ls];W[ms];B[fs];W[pk];B[pl];W[ie];B[if];W[lf];B[lg];W[kf];B[kg];W[je];B[he];W[af];B[ql];W[rl];B[sn];W[sm];B[so];W[pm];B[ol];W[rs];B[oh];W[ph];B[nh];W[dp];B[fp];W[do];B[qn];W[rm];B[pn];W[rk];B[ea];W[hb];B[op];W[oq])
206ded11a2b64318,g_0000002,A,B,(;SZ[19];B[qd];W[dp];B[pq];W[dd];B[fc];W[eb];B[ec];W[dc];B[fb];W[dg];B[db];W[cb];B[ea];W[oc];B[mc];W[qc];B[pd];W[pc];B[od];W[nc];B[md];W[nd];B[ne];W[rd];B[re];W[rc];B[qf];W[qo];B[qm];W[qq];B[pp];W[qp];B[on];W[pr];B[or];W[qr];B[nq];W[po];B[oo];W[me];B[nf];W[qk];B[rn];W[ro];B[qi];W[ok];B[rk];W[rl];B[ql];W[rj];B[pk];W[qj];B[pj];W[sk];B[ri];W[rm];B[qn];W[sn];B[si];W[sj];B[mb];W[nb];B[jd];W[pi];B[ph];W[pl];B[oj];W[pn];B[ol];W[om];B[nk];W[nm];B[fq];W[er];B[cn];W[cp];B[ci];W[cg];B[bh];W[bg];B[bo];W[bp];B[dl];W[fr];B[ca];W[bb];B[hq];W[lq];B[mo];W[lo];B[mn];W[mp];B[np];W[gr];B[ln];W[hr];B[jq];W[iq];B[ip];W[ir];B[jr];W[jp];B[kp];W[jo];B[kq];W[io];B[ko];W[jm];B[fn];W[ho];B[fi];W[dn];B[dm];W[mf];B[mg];W[lg];B[lh];W[kg];B[ke];W[kf];B[le];W[lf];B[kh];W[jh];B[ji];W[ih];B[if];W[ig];B[jf];W[jg];B[ii];W[gh];B[fh];W[gg];B[fg];W[hi];B[hj];W[mh];B[ng];W[ki];B[li];W[ij];B[jj];W[gj];B[ik];W[gi];B[gk];W[fj];B[dj];W[ff];B[gf];W[hf];B[ge];W[he];B[gd];W[id];B[je];W[jc];B[ic];W[hg];B[kc];W[hc];B[jb];W[ef];B[ei];W[hd];B[hb];W[gc];B[fd];W[gb];B[ga];W[fk];B[gl];W[fl];B[fm];W[gm];B[hm];W[kj];B[jk];W[gn];B[do];W[kk];B[kl];W[lj];B[mi];W[mj];B[ni];W[ll];B[km];W[hl];B[hk];W[jl];B[im])
1c33ec8291830b17,g_0000003,A,B,(;SZ[19];B[pd];W[cp];B[pq];W[dc];B[pn];W[fq];B[jd];W[jp];B[de];W[ce];B[cf];W[cd];B[dg];W[ef];B[df];W[ed];B[dj];W[ql];B[lq];W[kq];B[lp];W[fo];B[cn];W[cl];B[en];W[el];B[fn];W[go];B[eo];W[ep];B[gn];W[ho];B[gl];W[bj];B[ci];W[bi];B[bh];W[cj];B[di];W[fk];B[dk];W[dl];B[ck];W[bk];B[bm];W[bl];B[il];W[gk];B[ee];W[hl];B[hm];W[hk];B[fl];W[ek];B[jm];W[in];B[im];W[bo];B[bn];W[fh];B[ff];W[fd];B[gg];W[gh];B[fe];W[hd];B[hh];W[hi];B[ih];W[ii];B[ji];W[jj];B[kj];W[jk];B[ik];W[ij];B[li];W[kl];B[jn];W[jo];B[ln];W[ml];B[qj];W[ol];B[nn];W[rn];B[ll];W[lm];B[lk];W[km];B[mm];W[kn];B[ko];W[gj];B[kk];W[jl];B[fi];W[gi];B[hn];W[io];B[co];W[bp];B[nl];W[kp];B[lo];W[fm];B[rp];W[rj];B[ri];W[rk];B[qi];W[qn];B[po];W[pm];B[ok];W[rm];B[om];W[pl];B[pc];W[jh];B[ki];W[jg];B[if];W[jf];B[ie];W[fg];B[eg];W[hg];B[ig];W[gf];B[ge];W[he];B[hf];W[gg];B[gd];W[hc];B[gc];W[hb];B[gb];W[kc];B[jc];W[jb];B[kd];W[lc];B[ld];W[mc];B[nb];W[md];B[me];W[ne];B[lf];W[mf];B[le];W[nc];B[mb];W[lb];B[ic];W[ib];B[nf];W[oe];B[oc];W[pe];B[og];W[ma];B[ob];W[qd];B[qc];W[rd];B[qf];W[rc];B[rb];W[sb];B[qb];W[qe];B[rf];W[pa];B[re];W[ka];B[bc];W[bf];B[bg];W[bd];B[af];W[cc];B[be];W[ad];B[eb];W[db];B[bb];W[ec];B[fb];W[ea];B[ca];W[cb];B[fa];W[da];B[ha];W[ia];B[ae];W[ab];B[gm];W[em])
d838bc28fcae754b,g_0000004,A,B,(;SZ[19];B[pd];W[dp];B[qp];W[dd];B[oq];W[nc];B[qg];W[jd];B[fq];W[dr];B[cn];W[hq];B[gq];W[hr];B[eo];W[do];B[dn];W[ep];B[fp];W[fo];B[en];W[go];B[hp];W[gp];B[ho];W[gn];B[hn];W[gm];B[jq];W[gr];B[hm];W[gl];B[ek];W[hl];B[jm];W[cj];B[ck];W[bk];B[bl];W[cl];B[dk];W[bm];B[bj];W[al];B[ci];W[dj];B[bi];W[ej];B[bn];W[el];B[fk];W[dl];B[fl];W[fm];B[fj];W[em];B[ei];W[dh];B[di];W[cc];B[df];W[gd];B[ob];W[oc];B[pc];W[nb];B[pk];W[dg];B[cf];W[ef];B[ee];W[ff];B[fe];W[ge];B[de];W[fg];B[bg];W[ed];B[ne];W[me];B[mf];W[le];B[lf];W[kf];B[kg];W[lg];B[nf];W[ke];B[lh];W[lq];B[kq];W[lp];B[ln];W[op];B[nq];W[np];B[pp];W[lr];B[jr];W[ko];B[jp];W[mn];B[lm];W[mm];B[lo];W[mo];B[mq];W[mp];B[ll];W[kp];B[jn];W[po];B[qo];W[pn];B[om];W[qn];B[on];W[oo];B[pl];W[rn];B[rl];W[rq];B[qq];W[qr];B[rp];W[pr];B[rr];W[sq];B[sr];W[rs];B[sp];W[os];B[pq];W[ns];B[mr];W[ms];B[or];W[ps];B[nn];W[so];B[rm];W[ls];B[ml];W[rq];B[jo];W[nr];B[pm];W[ro];B[sq];W[qs];B[jg];W[if];B[fd];W[fc];B[il];W[hj];B[jj];W[hh];B[bd];W[bc];B[cd];W[cg];B[bf];W[ec];B[fh];W[gh];B[jf];W[je];B[ig];W[hg];B[nd];W[md];B[pb];W[od];B[oe];W[mb];B[ac];W[ab];B[ad];W[cb];B[ii];W[gj];B[is];W[fr];B[aj];W[ak];B[cq];W[cr];B[br];W[bs];B[ih];W[ik];B[jk];W[hs];B[ch];W[eg];B[na];W[ma];B[oa];W[kn];B[km];W[nm];B[nl];W[ir];B[js];W[ss];B[sm];W[qm];B[ql];W[rq];B[iq];W[gi];B[ij];W[hk];B[bp];W[cp];B[bq];W[an];B[ao];W[am];B[cm];W[bl];B[hi];W[kr];B[fi];W[eq];B[eh];W[gf];B[ks];W[sn])
0075bcf325606e95,g_0000005,A,B,(;SZ[19];B[pd];W[dp];B[pq];W[dc];B[pk];W[qf];B[mc];W[qi];B[qe];W[oe];B[pf];W[pe];B[of];W[od];B[qd];W[oc];B[qg];W[rf];B[rg];W[qb];B[nf];W[md];B[pi];W[ph];B[qh];W[pj];B[oi];W[qj];B[oj];W[qk];B[pl];W[ql];B[qm];W[rm];B[qn];W[rn];B[ro];W[qo];B[rp];W[po];B[pm];W[ri];B[sn];W[sl];B[np];W[no];B[mo];W[nn];B[mn];W[nm];B[nk];W[mm];B[op];W[pn];B[ld];W[me];B[le];W[mf];B[lf];W[mg];B[kh];W[ne];B[lm];W[mk];B[ll];W[ml];B[mi];W[lk];B[kk];W[qq];B[qp];W[pp];B[rq];W[qr];B[pr];W[mp];B[ln];W[rr];B[sr];W[oq];B[qs];W[or];B[rs];W[nq];B[lp];W[mq];B[lq];W[lr];B[kr];W[ls];B[jq];W[li];B[lh];W[mh];B[mj];W[lj];B[kj];W[nc];B[mb];W[ki];B[ji];W[oh];B[ni];W[ol];B[nh];W[ok];B[ng];W[lg];B[kg];W[nb];B[kc];W[rc];B[re];W[fq];B[de];W[fd];B[fe];W[gd];B[ge];W[hd];B[cn];W[ir];B[dk];W[jh];B[ii];W[he];B[if];W[hf];B[fh];W[ee];B[ef];W[ed];B[gg];W[df];B[eg];W[cf];B[en];W[ci];B[di];W[dh];B[ei];W[cj];B[ck];W[bp];B[ic];W[hc];B[go];W[hp];B[ho];W[ip];B[io];W[jp];B[ko];W[kp];B[kq];W[jo];B[jn];W[gp];B[ks];W[ns];B[iq];W[hq];B[hg];W[ie];B[bo];W[kf];B[jg];W[jf];B[ig];W[jd];B[jc];W[kd];B[hb];W[gb];B[ib];W[ma];B[lb];W[ke];B[la];W[lc];B[ja];W[kb];B[ld];W[ha];B[fp];W[gq];B[cq];W[dq];B[cp];W[fo];B[fn];W[ep];B[cr];W[dr];B[ds];W[es];B[cs];W[eo];B[bk];W[ch];B[ah];W[ag];B[aj];W[bh];B[ai];W[bf];B[dg];W[cg];B[gf];W[dj];B[ej];W[dn];B[dm];W[do];B[co];W[hr];B[pb];W[pc];B[qc];W[rb];B[pa];W[na];B[rd];W[sd];B[sf];W[qa];B[sc];W[sb];B[se];W[ob];B[bj];W[nl];B[is];W[hs];B[js];W[in];B[hn];W[im];B[hm];W[jm];B[kn];W[jr];B[lo];W[kl];B[jl];W[il];B[km];W[kl])
423077fbf1e3474c,g_0000006,A,B,(;SZ[19];B[pd];W[dp];B[pq];W[dc];B[fq];W[hq];B[cq];W[cp];B[dq];W[ep];B[fp];W[fo];B[gr];W[gp];B[hr];W[iq];B[ir];W[jq];B[bq];W[bp];B[ce];W[cg];B[ed];W[ec];B[fd];W[fc];B[gd];W[hc];B[ci];W[ck];B[dh];W[dg];B[eg];W[bi];B[bj];W[bh];B[cj];W[bk];B[ai];W[ef];B[fg];W[de];B[dd];W[cd];B[cc];W[bd];B[cb];W[bc];B[bb];W[bf];B[gc];W[gb];B[hb];W[fb];B[ic];W[db];B[ea];W[da];B[ga];W[fa];B[ha];W[ab];B[ba];W[be];B[qg];W[pc];B[oc];W[pb];B[ob];W[qd];B[pe];W[rc];B[qe];W[re];B[rf];W[sd];B[ff];W[qk];B[pj];W[qj];B[pi];W[pk];B[ok];W[ol];B[nl];W[om];B[nm];W[mi];B[lh];W[jh];B[kg];W[jg];B[jf];W[li];B[mh];W[ni];B[oh];W[nh];B[ng];W[kh];B[lg];W[po];B[on];W[pn];B[pm];W[pl];B[oo];W[qm];B[op];W[oa];B[na];W[pa];B[mb];W[lm];B[lk];W[kk];B[ll];W[kl];B[km];W[jm];B[kn];W[jn];B[jl];W[jk];B[il];W[ko];B[ln];W[lo];B[mn];W[ik];B[hl];W[gj];B[go];W[ho];B[gn];W[fn];B[gm];W[ek];B[fk];W[fj];B[em];W[dn];B[fm];W[dm];B[gk];W[hj];B[el];W[dk];B[in];W[jo];B[io];W[im];B[hn];W[hp];B[ip];W[jp];B[lq];W[hm];B[jr];W[gl];B[fl];W[hk];B[ig];W[ih];B[hg];W[eh];B[hh];W[ei];B[ki];W[kj];B[qp];W[aq];B[ar];W[ap];B[rn];W[rl];B[qi];W[qn];B[ee];W[df];B[ro];W[rj];B[ri];W[rm];B[bs];W[lp];B[kq];W[mp];B[mq];W[np];B[nq];W[eq];B[er];W[gq];B[fr];W[gl];B[ii];W[ji];B[hi];W[nk];B[oj];W[mk];B[lj];W[ml];B[mm];W[no];B[nn];W[mj];B[lm];W[sn];B[so];W[sm];B[fh];W[fi];B[gi];W[qo];B[rq];W[sf];B[sg];W[se];B[sj];W[sk];B[si];W[pp];B[ij];W[jj];B[dl];W[cl];B[oi];W[ki];B[oq])
a167edae9a6bbff9,g_0000007,A,B,(;SZ[19];B[pd];W[dp];B[pp];W[dc];B[fq];W[nq];B[pr];W[hq];B[dq];W[cq];B[cr];W[cp];B[er];W[ep];B[fp];W[fo];B[hp];W[ip];B[go];W[fn];B[gn];W[fm];B[gm];W[fl];B[ch];W[cf];B[ck];W[cl];B[bl];W[cm];B[bm];W[dk];B[cj];W[bn];B[jq];W[iq];B[lq];W[am];B[ak];W[jp];B[kq];W[in];B[lo];W[eq];B[dr];W[gr];B[fr];W[gq];B[gp];W[jl];B[gl];W[fk];B[im];W[jm];B[il];W[jk];B[hj];W[fi];B[bf];W[be];B[bg];W[br];B[bs];W[ar];B[kn];W[jn];B[on];W[ii];B[hi];W[hh];B[ij];W[ji];B[jj];W[kj];B[gh];W[gi];B[ih];W[hg];B[ki];W[jh];B[kh];W[jg];B[kk];W[lj];B[lk];W[mj];B[mk];W[nj];B[kg];W[kp];B[lp];W[ig];B[ng];W[of];B[og];W[nl];B[km];W[nk];B[kl];W[nn];B[no];W[om];B[pn];W[pg];B[ph];W[pf];B[oi];W[pj];B[qh];W[pm];B[qn];W[rj];B[qk];W[qj];B[ql];W[qm];B[rm];W[rn];B[rl];W[ro];B[rp];W[pl];B[qo];W[rh];B[rg];W[pk];B[ri];W[rk];B[so];W[mg];B[nf];W[mf];B[ne];W[me];B[mh];W[nh];B[ni];W[lh];B[mi];W[li];B[md];W[ld];B[mc];W[lc];B[mb];W[lb];B[ce];W[df];B[cd];W[de];B[dd];W[ed];B[cc];W[db];B[cb];W[cs];B[ir];W[hr];B[js];W[gk];B[ik];W[hk];B[io];W[jo];B[ho];W[fs];B[es];W[hl];B[hm];W[gs];B[ko];W[gj];B[bq];W[as];B[is];W[ks];B[jr];W[bp];B[hs])
94796791af7c41b6,g_0000008,A,B,(;SZ[19];B[pd];W[dp];B[qp];W[dc];B[nq];W[nc];B[de];W[ce];B[cf];W[cd];B[df];W[fc];B[dj];W[qf];B[oe];W[qc];B[qd];W[pc];B[rc];W[rb];B[re];W[od];B[nd];W[oc];B[pf];W[qk];B[qm];W[ne];B[md];W[of];B[pe];W[nf];B[pg];W[le];B[mc];W[kc];B[ke];W[ld];B[sb];W[mb];B[qi];W[jq];B[cn];W[fp];B[bp];W[cq];B[en];W[gn];B[hq];W[hp];B[iq];W[ip];B[jr];W[gq];B[kq];W[jp];B[kr];W[ok];B[lo];W[om];B[oi];W[mk];B[mi];W[pm];B[qn];W[kk];B[hf];W[hd];B[fl];W[fj];B[ek];W[hj];B[hl];W[ik];B[ei];W[kg];B[kf];W[lf];B[jg];W[jh];B[kh];W[lg];B[ih];W[ji];B[ig];W[lh];B[lj];W[lk];B[kj];W[jj];B[jd];W[jc];B[qb];W[pb];B[ra];W[oo];B[pp];W[op];B[oq];W[be];B[bf];W[ni];B[nh];W[nj];B[mh];W[bq];B[pa];W[nb];B[id];W[ic];B[bo];W[gh];B[gg];W[fh];B[eg];W[eh];B[dh];W[af];B[ag];W[ae];B[bh];W[gr];B[fi];W[gi];B[gk];W[gj];B[jl];W[jk];B[aq];W[ar];B[ap];W[br];B[ir];W[rj];B[ri];W[rl];B[rm];W[mp];B[mq];W[lp];B[kp];W[mo];B[jo];W[ln];B[ko];W[il];B[jm];W[oj];B[pi];W[fg];B[ff];W[ge];B[gf];W[kd];B[ie];W[he];B[jf];W[ed];B[fe];W[fd];B[ql];W[pl];B[sl];W[rk];B[fo];W[go];B[ep];W[eq];B[eo];W[do];B[dn];W[ej];B[di];W[kn];B[jn];W[oa];B[qa];W[km];B[kl];W[ll];B[pj];W[pk];B[hh];W[fm];B[em];W[gm];B[fk];W[lq];B[lr];W[po];B[qo];W[sk];B[sm];W[og];B[oh];W[hk];B[hm];W[ki];B[np];W[no];B[pn];W[on];B[ee];W[si];B[rh];W[sh];B[sg];W[sj];B[cp];W[mg];B[ii];W[hs];B[is];W[hn];B[io];W[hr];B[im];W[mj];B[li];W[dq];B[co];W[dd];B[gl];W[gp])
be6b39e833662aec,g_0000009,A,B,(;SZ[19];B[pd];W[dc];B[pq];W[cp];B[eq];W[do];B[gp];W[ck];B[ce];W[cg];B[bc];W[cd];B[bd];W[de];B[cf];W[df];B[db];W[bg];B[bf];W[af];B[be];W[eb];B[cb];W[ec];B[ae];W[ag];B[jc];W[je];B[mc];W[me];B[hc];W[lc];B[lb];W[mb];B[kc];W[nc];B[ld];W[md];B[lc];W[od];B[pc];W[le];B[nb];W[ob];B[ma];W[oc];B[pe];W[oe];B[pg];W[po];B[qm];W[on];B[qo];W[qp];B[pp];W[qn];B[ro];W[rn];B[rp];W[pm];B[oo];W[pn];B[no];W[qj];B[ie];W[if];B[jf];W[kf];B[jg];W[hf];B[jd];W[ke];B[kg];W[lg];B[lh];W[mh];B[li];W[ng];B[mi];W[ni];B[nj];W[ji];B[kh];W[in];B[oi];W[nh];B[mk];W[ip];B[iq];W[jq];B[hq];W[kp];B[gn];W[em];B[gl];W[il];B[he];W[gf];B[lq];W[kr];B[cr];W[br];B[cq];W[bq];B[eo];W[dn];B[dp];W[bo];B[ik];W[jk];B[hk];W[jl];B[kn];W[jn];B[ko];W[jo];B[lp];W[kq];B[jj];W[kj];B[ij];W[km];B[ki];W[hm];B[gm];W[lk];B[ii];W[lm];B[mn];W[rh];B[rg];W[qh];B[qg];W[sg];B[sf];W[sh];B[re];W[qb];B[ph];W[pi];B[pj];W[qi];B[qk];W[pk];B[oj];W[ql];B[rk];W[rj];B[rl];W[rm];B[ok];W[pl];B[pb];W[pa];B[rb];W[ra];B[rc];W[oa];B[dj];W[dh];B[cj];W[bj];B[bi];W[bk];B[ci];W[dk];B[ej];W[ai];B[ge];W[ff];B[lr];W[ls];B[ms];W[ks];B[mr];W[ir];B[hr];W[hs];B[gs];W[is];B[fr];W[cs];B[ds];W[bs];B[dr];W[fi];B[ek];W[el];B[gb];W[cc];B[ab];W[gi];B[fk];W[hh];B[ih];W[fe];B[fd];W[ed];B[fc];W[ea];B[da];W[ig];B[bh];W[ah];B[qc];W[qa];B[ei];W[eh];B[of];W[nf];B[en];W[ho];B[go];W[ml];B[nl];W[ln];B[lo];W[mm];B[nn];W[nm];B[lj];W[kk];B[ol];W[sn];B[qq];W[so];B[fm];W[na];B[mb];W[sp];B[sq];W[og];B[pf];W[ga];B[ha];W[fa];B[hn];W[hl];B[hp];W[io];B[sb];W[gj];B[gk];W[hi];B[oh];W[om];B[fb])
75af51dd38b5bad4,g_0000010,A,B,(;SZ[19];B[pd];W[dd];B[dp];W[pp];B[cc];W[dc];B[cd];W[ce];B[be];W[bf];B[cf];W[de];B[bg];W[bd];B[af];W[bc];B[qq];W[pq];B[qp];W[po];B[rn];W[jp];B[gq];W[cp];B[cq];W[co];B[bq];W[do];B[ep];W[ck];B[di];W[df];B[dg];W[bi];B[fg];W[hd];B[mc];W[qd];B[qc];W[qe];B[rc];W[pe];B[od];W[qm];B[qn];W[pn];B[pi];W[pr];B[qr];W[nf];B[pl];W[pm];B[nl];W[ni];B[mm];W[mo];B[ql];W[rm];B[rl];W[sn];B[ro];W[qs];B[rs];W[ps];B[rq];W[qh];B[ph];W[qg];B[jr];W[rj];B[qj];W[oj];B[ri];W[qi];B[pj];W[rh];B[rk];W[si];B[ok];W[mj];B[nh];W[mh];B[ng];W[mg];B[oi];W[fi];B[dk];W[cl];B[eh];W[dl];B[ek];W[kc];B[lb];W[md];B[nd];W[lc];B[kb];W[jb];B[nb];W[me];B[nj];W[hg];B[el];W[fe];B[ja];W[ib];B[ia];W[ha];B[ka];W[hb];B[lr];W[mq];B[mr];W[jq];B[ir];W[nr];B[lq];W[lp];B[mi];W[li];B[hk];W[hi];B[ij];W[ii];B[nq];W[np];B[mp];W[ko];B[gf];W[gg];B[ff];W[hf];B[ge];W[gd];B[he];W[ie];B[ji];W[jh];B[ki];W[kh];B[lj];W[ni];B[lk];W[mi];B[jm];W[gk];B[gl];W[hj];B[ik];W[mq];B[hn];W[jn];B[km];W[gm];B[fm];W[gn];B[hm];W[fn];B[en];W[eo];B[fo];W[go];B[fp];W[dn];B[em];W[hp];B[ho];W[gp];B[ip];W[hq];B[iq];W[fq];B[hr])
